gene_symbol	s_het
TNRC6B	0.231790955
GNB2L1	0.231742532
DACH1	0.231549077
SF3A3	0.231510522
WIPF1	0.231446535
ARHGAP44	0.23138479
CLIP2	0.231315231
KRTAP4-12	0.231206272
VWC2	0.231202267
TBX1	0.231092728
ZFX	0.230931978
SPIN4	0.230895785
UBTD2	0.230826833
GRIA1	0.230798771
GNL3L	0.23077412
AZIN1	0.230768927
PITPNM3	0.23076836
NFIX	0.23073883
CSNK1D	0.230680552
MAP2K1	0.230666836
GPR6	0.230649684
MOB1A	0.230617619
TOMM5	0.230508133
PITPNB	0.230504095
MDH1	0.230463208
TUBB3	0.230438795
ZC4H2	0.230429554
ZCCHC24	0.230389867
H2AFZ	0.230307637
ALOX5AP	0.230307012
RPS15A	0.230300921
STK40	0.230282182
ARPC5L	0.230198306
GNB2	0.230103477
EFNB1	0.230083811
PAIP2	0.230066312
GRHL2	0.229953586
PPP6C	0.229846791
CBX5	0.229785325
TIMM9	0.22976265
IFNA1	0.229722504
OSR1	0.229596039
MCTS1	0.229450678
KCNMB4	0.229426356
EDNRA	0.22934839
ZBTB18	0.229327112
PAPOLA	0.229290422
FCGR1A	0.229272252
KSR2	0.229240953
OR10J5	0.229199545
RPL31	0.229193356
CXCL13	0.229029885
ANKRD34A	0.228785748
SNCA	0.228405966
SMG1	0.228396215
CXXC5	0.228389671
PPP3R1	0.228254978
RPL27	0.228228081
PDCD10	0.228209523
TSPAN7	0.228000949
IP6K2	0.227920233
DNM2	0.227916187
YBX1	0.227899392
GMEB2	0.227646507
CLCN4	0.227610896
NCALD	0.227605901
MLLT1	0.22755909
LIF	0.22748506
SUMO2	0.227459286
AGPAT1	0.22725877
RIBC1	0.227191166
ABHD8	0.227185673
PCF11	0.227172628
DYNLRB1	0.227147321
CDK5R1	0.227089904
FUNDC2	0.227072501
LBX1	0.227053964
MAGEA12	0.227041852
SOX14	0.226992537
PCBP1	0.22689481
GRIN2D	0.226886112
PODXL2	0.226874646
SF3B4	0.226850346
TTL	0.22683952
PPP2CA	0.226753658
DTYMK	0.226680273
ZNF827	0.226673373
TSSK3	0.226668449
ARF1	0.226603833
SMAD5	0.226589582
PPP4R2	0.226544009
UXT	0.226513133
CNOT7	0.226511442
ARPC2	0.226255084
MDGA2	0.226217927
DUSP9	0.226214143
BMP4	0.226195548
TGFB2	0.226136209
CACNA1I	0.225893784
ZFC3H1	0.225840233
U2AF1	0.225788055
ARID2	0.225705316
EGLN1	0.225662503
MOSPD2	0.225385978
NFKBIA	0.225385842
COX5B	0.225346394
CYC1	0.225305831
NPTN	0.225002977
NKRF	0.224754984
C16orf72	0.224692146
ATG4A	0.224572491
ATP5B	0.224552044
KCNA6	0.224482418
PTPRCAP	0.224289861
HNRNPC	0.22407637
NTRK2	0.224075988
ZBTB47	0.22405896
HMGB3	0.224002351
MMGT1	0.223978117
SCN8A	0.223922948
RPS25	0.223897795
VBP1	0.223893054
POMP	0.223748497
MARK2	0.223739071
OR8B4	0.22373202
LAMP1	0.223517215
SARNP	0.223511821
PDZD11	0.223483891
FGFR1	0.22342896
NGF	0.223401668
ATP6V0D1	0.223361295
MAP2K7	0.223339937
NAPB	0.223228286
CENPB	0.223212754
CGGBP1	0.223196023
PSMA3	0.22317664
AHDC1	0.223051424
BMP7	0.223013422
UBR3	0.222870057
TARDBP	0.222824848
COPS5	0.222764752
RFX7	0.222744046
GREM1	0.222636725
ZNF296	0.222549638
ACRC	0.222498622
PIK3CA	0.222465261
NCL	0.222401556
HBEGF	0.22239096
GDI1	0.222141112
AKIRIN2	0.222130939
ATG5	0.222097209
TAOK1	0.222077828
IFRG15	0.222071295
LRRC4C	0.221986346
IFNA13	0.221954525
SRP14	0.221936046
IKZF1	0.221930113
RB1CC1	0.221885094
CADM4	0.221840537
PPM1A	0.221792899
TSPAN5	0.221775716
ZNF445	0.221754694
KLF6	0.22162819
DEDD	0.221616777
TOB2	0.221600745
C1orf21	0.221556324
TFAP4	0.221372312
UQCRFS1	0.221224478
KDM4B	0.221171596
KCMF1	0.221061412
UBE2S	0.220943458
KLF4	0.220919774
ZNF319	0.220864563
KCTD21	0.220792456
P2RY10	0.22073466
TAF10	0.220689436
MAPK1	0.220653526
LMO4	0.220637313
ZNF362	0.220613982
YPEL4	0.2205394
CSF2	0.220458969
GNAO1	0.220317706
GLUL	0.220210331
SRSF3	0.22001524
TFAP2A	0.219953285
KLF12	0.21993151
NR2E1	0.219897676
OR6B2	0.219848217
MGAT2	0.219820156
GATA2	0.219804672
PRMT1	0.219756042
KCTD16	0.21964028
NFIL3	0.219606782
PPP1R11	0.219587037
RTN4RL2	0.219494886
GAPVD1	0.219299456
TFE3	0.219248329
KIF23	0.219075108
C1GALT1C1	0.218917968
IFNGR2	0.218836498
MAGEB3	0.218638235
CDX1	0.218609193
HIST1H3J	0.218495409
KLHL15	0.218419436
LRRTM1	0.218377047
KCNA4	0.218376697
MYO9B	0.218356741
EIF2S1	0.218327143
UST	0.218318899
MSL3	0.218257234
HUWE1	0.218058963
PCGF1	0.218042277
PIH1D3	0.217850866
OTUD5	0.217829083
PPFIA1	0.217653217
GABARAPL1	0.217408139
ANP32A	0.217325218
GPR173	0.217239449
RGS7BP	0.217197814
GJC1	0.217122997
ZNF652	0.217021381
FBXW2	0.216971103
INO80	0.216820849
KMT2A	0.216813072
RPL17-C18orf32	0.216793518
CLDN3	0.216792934
CETN2	0.216685758
AHCYL1	0.216678606
ELOVL6	0.216454531
ZEB2	0.216430654
NUMA1	0.216408295
ZC3H15	0.216401134
OTC	0.216320718
RAF1	0.216314582
STS	0.216208509
BEGAIN	0.216147696
OR2T2	0.216133321
PRKCG	0.216051423
EN1	0.216025076
CX3CL1	0.215936809
RAB39B	0.215911202
NOVA1	0.215892162
NAA30	0.215860831
EID2	0.21584834
RPLP0	0.215798871
RPL7A	0.215720542
TBX22	0.215572817
CCNC	0.215459514
PIP4K2B	0.215446288
SEPHS1	0.215434845
PRPF4	0.215330893
CDA	0.215318185
KCNC3	0.215088051
TCEAL5	0.215072658
CITED2	0.215063969
CMTM6	0.214997628
POGZ	0.214954524
TCEAL2	0.214884722
SHANK1	0.214795084
SSPN	0.214779158
THOC7	0.214768914
PPARGC1A	0.214675629
FOXN3	0.214653271
FOXB1	0.214541929
LALBA	0.214521668
PPIE	0.214432488
C12orf44	0.21442428
LEO1	0.214375338
TLE4	0.214301999
BNC2	0.214296929
METTL23	0.214295288
RPRM	0.214266748
ADRM1	0.214227766
RPL36A	0.213966669
TSNAX	0.213926394
CSNK2A1	0.213895646
GDF11	0.213638056
TSC22D3	0.213587819
GRAMD4	0.213529932
FKBP8	0.213249081
TMEM11	0.213176578
ARHGEF9	0.21317278
MAL	0.213098896
TFAP2D	0.213085916
LRRC25	0.212983724
ZC3H12C	0.212947814
LIN54	0.212868685
AP1S2	0.212858556
RALGPS1	0.212687041
CLDN8	0.21262431
TNFRSF1A	0.212620317
TMED2	0.212571399
CAPZA2	0.212542952
HEXIM1	0.212484495
PLA2G2A	0.212425572
FAM46D	0.212404604
NPEPPS	0.212377588
NUDT11	0.212313478
ECE1	0.212287578
OLFM2	0.212141328
NEDD8	0.212130441
BEX4	0.212083976
ROMO1	0.212078083
RQCD1	0.212068707
ELAVL2	0.211967382
NUCKS1	0.211961497
FAM3A	0.211945264
CALM2	0.21192476
SMARCD1	0.21182993
CBX2	0.211718288
ARID5A	0.211596645
TRAPPC3	0.211560969
SFPQ	0.211554032
GPKOW	0.211543605
RPS29	0.211486611
ABR	0.211293531
HSPE1	0.211293187
RAB14	0.211201733
PTCHD1	0.211163857
RALGAPA1	0.211153959
CEP170B	0.211131665
ANP32E	0.211104231
FAM78B	0.211026343
RDH14	0.210652146
MAGEC2	0.210638983
ITGB8	0.210615273
RPL32	0.210529349
FUT8	0.210524603
PAX5	0.210513447
UBAP1	0.210507854
GJB1	0.210498176
SSRP1	0.210417339
RPL18A	0.21040867
SUB1	0.210395183
TMEM132D	0.210330412
AJAP1	0.210267637
WNT5A	0.210176014
PSMD4	0.210148173
NDUFB11	0.210107867
SPIN3	0.210073555
FIGLA	0.210016227
NRXN3	0.209932912
ABCD1	0.209844338
IL2	0.209804668
OR2T8	0.209730383
TMEM160	0.209557867
RASD2	0.209548411
ABHD17B	0.209473763
PSME3	0.209445852
CPLX1	0.208996624
UBE2N	0.20894717
PDGFB	0.208940026
PIK3AP1	0.208923142
CNTFR	0.208903486
ELAVL4	0.208895339
ICMT	0.208882969
CTBP1	0.208823721
RPS8	0.208753824
TOMM40	0.208728111
SMARCC1	0.20838651
CCNYL1	0.208022404
SNRPD2	0.207997721
MEX3C	0.207973447
RPS6KA5	0.207919811
PDXK	0.207912601
LMOD1	0.207789362
FAM105B	0.207509094
SSR4	0.207407129
SLC25A14	0.207323303
SRF	0.207293978
EFHD1	0.207267266
BATF	0.207239266
TOMM22	0.207189517
CDK2AP1	0.207160326
TMEM167A	0.207062743
BRD2	0.207016221
PPIA	0.206947199
ORAI2	0.206942112
MAP3K7	0.206859369
NFE2L1	0.206852809
GPER1	0.206824002
RPS6KB1	0.206787688
FZD5	0.206751228
UBE2A	0.206706003
TXNDC8	0.206603627
TAF5	0.206585873
RAB33A	0.206371327
ALAS2	0.206343459
GLRX5	0.206335622
KRTAP1-3	0.206261961
ALYREF	0.206215031
TSR2	0.206097367
PRR5	0.205941759
XPO7	0.205866594
RPL19	0.205709854
NACC1	0.205696224
OR6C2	0.205606998
SAT1	0.205376796
DAB2IP	0.205366047
RAB35	0.205277321
CABS1	0.205245805
HMGA2	0.205236299
MIEN1	0.205129812
TMEM203	0.205106391
CRADD	0.205050846
OR8G5	0.204996506
KIF2A	0.204982183
RNF38	0.204930779
SRSF9	0.204926074
SUMO1	0.204879098
PHEX	0.204870589
ESCO1	0.20482705
SPCS3	0.204773478
RAB11A	0.204772721
RPS12	0.204649632
HMGN2	0.204556557
TAF1	0.204509873
CDC42SE2	0.204334375
EEF1A2	0.204239255
ADAM10	0.204232937
LTA	0.204169869
HIATL2	0.204127464
DSTN	0.204078233
PPP2R4	0.203990146
TCF20	0.203852643
GALNT9	0.203839407
TMEM60	0.203830525
CUL4A	0.203808656
SEC61B	0.203741251
ST8SIA3	0.203721981
EIF3G	0.20352291
PLRG1	0.203508381
MBTD1	0.203490522
MTA1	0.203371114
ZNF654	0.203348544
ATP5L	0.203315586
RASIP1	0.203314005
NOG	0.203313535
NODAL	0.203235872
RHOA	0.203118415
FGF13	0.20310122
CRTC2	0.202994985
BRIX1	0.202719297
ZFAND3	0.20267668
API5	0.202623245
CD79A	0.202363673
STK11	0.202297268
USP51	0.202225601
FST	0.202219178
GAB2	0.202217146
SIAH1	0.202212643
CSNK1G2	0.202201538
ENY2	0.201994476
NXT2	0.20198456
CKAP4	0.201864317
TMEM89	0.201840374
OR10G8	0.20183009
SZRD1	0.201807676
FAU	0.201752794
ARPC5	0.201583284
TESK1	0.201545246
MORF4L2	0.201518583
WDR45	0.201431561
IL13RA1	0.201427096
ARL4A	0.201042141
ITPK1	0.200970389
DYNLL2	0.200913274
C5orf24	0.200802236
MARCH6	0.200719945
OR10H1	0.200688296
KRBOX4	0.20062298
EP300	0.200487242
CKS1B	0.200478983
PTPN11	0.200463269
MAU2	0.20033848
SLC30A3	0.200335148
CHAF1A	0.20026781
FAM180A	0.20025225
YY1	0.200227978
RBBP5	0.200147889
SARS	0.200108992
DYNLL1	0.199963625
RAP2A	0.199750407
OR4K15	0.199725414
PRKG1	0.199666639
IER3	0.19959162
GSPT2	0.199535234
INS	0.199507114
RNASEK	0.199325094
ISCA1	0.199324207
FTSJ1	0.199246301
ISY1	0.199210542
HIC2	0.199114461
NHLH1	0.199099818
KIAA0430	0.199040826
ARIH1	0.198961804
C6orf1	0.198838045
CNFN	0.198509434
MAN1A2	0.198471244
MEIS1	0.198386482
STK39	0.198368685
SH3BGRL3	0.198228042
RANBP2	0.19803578
BOLA1	0.198030667
ID3	0.198029834
E2F1	0.197975228
SEMA4D	0.197953058
PGK1	0.197938434
ZNF428	0.197914676
PPP1R26	0.197913042
SLC44A1	0.19787658
RPS6KA4	0.197776574
HCCS	0.197709836
ZBTB33	0.197705186
MCL1	0.197593461
XKR7	0.197426797
TCEAL6	0.197390499
WDTC1	0.19734059
MTPN	0.197157154
ZRANB2	0.197138906
EIF1	0.197109169
SHROOM4	0.197031304
GTF2H1	0.196951245
ITPKA	0.196870275
RAB20	0.196759398
MAP1LC3A	0.196745583
RPL18	0.1965859
IL2RG	0.196566112
SAMD4A	0.19654174
PHF19	0.19647698
RNF220	0.196427376
ZNF367	0.196411265
PFN2	0.196331372
KIAA1468	0.196296499
EID1	0.196244625
ASH2L	0.196172706
MRPS36	0.196057395
KRTAP9-3	0.195857708
SLC10A3	0.195842043
GET4	0.1958168
SPCS2	0.195786225
SRSF4	0.195775649
MYOG	0.195771008
TMEM178A	0.195758044
ORMDL3	0.19575232
GRM3	0.195628055
RBAK-RBAKDN	0.195548639
SALL1	0.195536206
LTB4R	0.195411688
CFL1	0.195291213
RPS9	0.195211652
OPN1LW	0.195209584
USP19	0.195180475
FKBP1A	0.195141924
SEMA6A	0.195125827
MRPL33	0.195033334
GADD45G	0.19500361
CDC23	0.194912989
ANKRD13C	0.194891322
QSER1	0.194887752
UPF2	0.194884515
TIMP1	0.194823902
SULT4A1	0.194784642
C17orf85	0.194642654
GOLT1B	0.194635015
FOXJ2	0.194580988
APPBP2	0.194509703
RAB9B	0.194484348
HIST1H2AE	0.194470731
GUCA2B	0.194257735
RSRC2	0.194216094
CCL15	0.194096497
RAB2A	0.194069785
NDP	0.194029762
LY6E	0.194027634
AF196779.12	0.193983411
STK35	0.19385114
RPL30	0.193812204
IGBP1	0.193767836
XPO4	0.193731958
BAZ1A	0.193621051
TCEAL3	0.193582165
OR8D2	0.193474672
MITF	0.193361289
CGB	0.193329984
FCGR1B	0.193273522
ARHGAP29	0.193066321
SMIM14	0.193034344
TRIM46	0.192984465
AP2A1	0.192736424
OR9I1	0.192725526
FGF20	0.192585091
OR5P3	0.19256897
ACE2	0.192446816
MNT	0.192439809
PLK2	0.192355164
RPL15	0.192339415
CDIP1	0.19233451
FERMT2	0.192317737
NMT1	0.192313157
SAMD4B	0.192097236
DAAM1	0.19208667
UBB	0.192086038
ZNF217	0.192062215
SCML1	0.191872997
GDA	0.19185501
GPR174	0.191811795
LSM10	0.191787092
RASA1	0.191780946
CDH9	0.191711862
PCDH9	0.191686748
SMURF2	0.191679316
CTCF	0.191664497
RIF1	0.191588414
OR13C5	0.191400338
SCAF1	0.191374584
ISY1-RAB43	0.191366796
C1QL3	0.190985984
FGF8	0.190923217
WDR13	0.190921732
NHP2L1	0.190905626
ETAA1	0.190819305
PPIAL4G	0.190746944
IDS	0.190710353
ATAD2B	0.190707642
C1orf86	0.190621498
C20orf112	0.190581526
NFIA	0.190519101
FAM169A	0.190507824
POLD4	0.190305203
NRIP1	0.190296238
NFATC4	0.19013621
ANP32B	0.190134484
DIRAS1	0.190035882
MINOS1	0.189996108
ATP6V0C	0.18992365
GSK3B	0.189795504
PTPRD	0.189766675
NDUFAB1	0.189732599
SMCHD1	0.189569061
CLDN2	0.189523274
NSDHL	0.18930664
RNF128	0.18907005
FAM135B	0.189052917
RELN	0.189047043
ELL2	0.189032705
MYBL1	0.188856057
OR8B3	0.18878098
GEMIN8	0.18872927
TMEM35	0.188700191
HNRNPH2	0.188621913
GRM7	0.18854231
PAXBP1	0.188412808
PAX6	0.188235261
KIAA2022	0.188089524
CST6	0.187859214
SNRPF	0.187818662
OLIG3	0.187762796
SLITRK1	0.187707765
FBXL20	0.187499821
HAUS7	0.187483871
ZNRF1	0.18736908
CXorf67	0.18735541
MGA	0.187279758
KDM4A	0.187211565
GRIA3	0.187172242
SRSF7	0.187066388
UBE2W	0.18704595
ZNRF3	0.186996228
PPP1R14B	0.186916915
USP48	0.186863837
PROX1	0.186839683
TGIF2LX	0.186785191
PCYT1B	0.186768946
C12orf68	0.186715298
HSPB7	0.186708457
ZER1	0.186638279
CXCL10	0.186585983
FAM127A	0.186425123
ANK3	0.186357005
TANC2	0.186324541
CXorf40A	0.186305274
AFTPH	0.186298071
SF3B5	0.186273403
TRIO	0.186234757
STXBP1	0.18615445
ARL4C	0.185957333
COX7B	0.185804873
SUV39H1	0.185751596
LAMP2	0.185625115
DBF4	0.185455543
CXorf40B	0.185357461
RBM3	0.185278139
CCL19	0.185069879
FOXP3	0.184814845
METTL16	0.184643127
KCNQ2	0.184601202
TAZ	0.184497776
SENP3	0.184480767
ZBED4	0.184369562
MYCBP	0.184225381
MSC	0.184216634
SPINK4	0.184210828
RPS15	0.184186554
ARF6	0.184163322
SNX12	0.184103759
FOXO4	0.184056543
CGB1	0.183908327
H3F3A	0.183889198
SPINK2	0.183883781
LPHN3	0.183874747
IDH3G	0.183644765
ETV3	0.183622498
ZBTB17	0.183614672
DLL4	0.183449378
ZBTB21	0.183373513
SPRR4	0.183371242
OR12D2	0.1833534
SLC16A2	0.18330185
HNRNPH3	0.183192645
MAZ	0.183092041
NR5A1	0.182720271
PRPF38A	0.182636446
C2CD2L	0.182559773
TOMM70A	0.182550356
BLID	0.182528727
PSMD12	0.182459911
RPL28	0.182422094
EXOC8	0.182260197
TEK	0.182019332
MMP14	0.1820115
PIGA	0.18196577
BAI3	0.181932764
BAZ2A	0.181853826
SENP5	0.181850274
KBTBD2	0.181574032
TUSC2	0.181386571
FADD	0.181285297
HECTD1	0.18120993
FBXO30	0.181184655
BRINP1	0.181131921
KRTAP5-7	0.181070261
G3BP2	0.180948468
SST	0.180768319
MARCKSL1	0.180702979
MTM1	0.180563745
OR51A2	0.180450555
WAPAL	0.180123459
KLHL2	0.180045354
FAM199X	0.179971582
FAM155B	0.179887403
RPGR	0.179769795
EIF4ENIF1	0.179660972
S100A9	0.179625846
BEX1	0.179567527
NRG2	0.179487756
EPHA4	0.179482829
SOCS3	0.179465983
RICTOR	0.179450216
KIF1B	0.179356605
TRIM71	0.17920718
ZNF687	0.179123859
FAF2	0.179054682
PEA15	0.17901932
PHACTR1	0.178997397
MED19	0.178978197
CDH8	0.178827951
TCEAL4	0.178765568
HDAC1	0.178682263
RPLP2	0.178665386
EIF4EBP2	0.17863555
DCAF12L2	0.17849278
NXT1	0.178172074
RAB11FIP3	0.178131159
NUP98	0.178084363
HIGD2A	0.178067922
PCGF5	0.178053161
PRPF39	0.177797831
ANKRD11	0.177788579
XRCC6	0.177648291
FAM58A	0.177606671
TMEM170B	0.177521071
UBR4	0.177509987
PIAS2	0.177297332
FAM163A	0.177192462
WNK3	0.177072206
ACTR2	0.1767576
DPF1	0.176510203
NANOS2	0.176100797
H2AFX	0.175609632
LHX5	0.175335394
CDC26	0.175105685
ARHGAP31	0.175066198
KDM6A	0.175065474
VAV1	0.174746563
GPR89A	0.174639346
ARGLU1	0.174544755
EVA1B	0.174444162
DEF6	0.174416969
SPTBN1	0.174389338
FGD1	0.174272507
SRSF6	0.174106939
PPP2R5E	0.174104888
PAIP1	0.17394965
XK	0.173923596
RPLP1	0.173694203
PBRM1	0.173655987
AL441883.1	0.173550471
SIPA1L1	0.173549519
HNRNPUL1	0.173525749
NFIB	0.173462982
HIST1H2AI	0.173443488
CCL2	0.173435474
TRPC5	0.173345495
EBF3	0.173148954
RPS27	0.173145617
HSD17B10	0.173117526
DCAF15	0.173040364
ZMYM4	0.173010121
NCOA4	0.173004743
PIM2	0.172942434
ZC3H7A	0.172807736
C14orf2	0.172790242
FKBP1C	0.17270388
CACNA1A	0.172655086
SCUBE3	0.172455335
TEX13A	0.172439171
ETV6	0.172352358
SNX2	0.172212363
DUSP28	0.172175064
CHD2	0.172054038
RPL36	0.171897501
CDK19	0.171858284
PFN1	0.171685072
ARID1B	0.171574178
CDH11	0.171458477
DDB1	0.171374627
SP3	0.171149208
FBLN5	0.171131287
OSGIN2	0.170918756
DYNLT3	0.17088013
CEND1	0.170799451
CNNM2	0.17075694
EDA	0.170653688
LMNB2	0.170630774
REV3L	0.170539041
APEX2	0.170368888
ST5	0.170355021
KRTAP17-1	0.170331236
PAGE4	0.170323036
TFDP2	0.170273455
SLC12A5	0.170147146
WFDC2	0.169979587
SPANXN3	0.169923907
UBQLN2	0.169592203
RPS4Y1	0.169477615
SMARCA1	0.169460043
HMGN4	0.16945536
BPTF	0.169185815
TMEM47	0.169154737
ARHGAP4	0.168869226
TEX10	0.168846294
TPR	0.168837574
AMMECR1	0.168827588
CLCN5	0.168825414
AC103809.2	0.168693457
BCAR1	0.168511799
KCNE4	0.168486513
KIF11	0.168441672
TBCA	0.16835806
FBXO33	0.168211394
CTXN3	0.168107953
SYP	0.167735204
PIAS1	0.167701946
BAG6	0.167697474
ACTN1	0.167685793
UBALD1	0.167664199
SPACA4	0.167423462
BAI1	0.16739562
OXT	0.167380843
SBNO1	0.167311676
ATP6V1F	0.167297632
PRR13	0.167263403
PLEKHA5	0.167040277
SS18	0.166686072
CUL5	0.166603481
BRAF	0.166392406
EXOC5	0.165988279
MT1E	0.165986924
CSE1L	0.165654107
TULP4	0.165649455
SS18L1	0.165512419
SNRNP70	0.165405107
KANSL2	0.165151091
TIMM8A	0.164829582
ZMYND8	0.164787717
KRTAP6-3	0.164473945
VMA21	0.16433556
ZNF644	0.164003577
TMEM167B	0.163463195
HMGA1	0.163214358
PQBP1	0.163055203
DCAF10	0.16281883
SPIN2B	0.162267328
SLC4A2	0.162248898
KRTAP4-1	0.162037501
USP32	0.161952371
LDOC1	0.16177147
CHRAC1	0.16164402
LAMC1	0.161391506
STAG1	0.161332746
PGRMC1	0.161196386
PCDH19	0.161153271
TCEB1	0.161147953
ARHGAP5	0.161021362
ZXDB	0.160816572
ZNF706	0.160767388
TRAPPC8	0.160767113
ZFHX4	0.160719299
SEMA6D	0.160611694
SIK1	0.160599997
TRIAP1	0.160177633
ARHGAP6	0.160172186
DENND5B	0.160143107
DYNC1LI1	0.160132936
PTGES	0.159886059
CASZ1	0.159560979
SYNPO	0.159398705
AC110615.1	0.158820748
SCAI	0.158614453
SEMA3F	0.158579612
ANKRD13D	0.158523113
MID1IP1	0.158242489
ACVR2B	0.157863241
RPL39	0.157859282
RAB11FIP4	0.157835152
KRTAP12-3	0.157752845
UCN3	0.157640404
SIK2	0.157301734
SAFB	0.157297054
HIST2H3D	0.157151404
GRIK3	0.157131725
HSP90AB1	0.156704579
NFATC3	0.156585846
CYCS	0.156442406
PHLDA3	0.156440505
CALML5	0.156406834
ZC3H12B	0.15618991
ERAS	0.156176449
HDAC5	0.156164768
ID2	0.155811129
ZZZ3	0.155589954
GABBR1	0.155538082
ZNF574	0.155524471
CACNA1D	0.15547278
S100A7L2	0.155468724
CISD2	0.155457467
CHD8	0.155416373
HIST1H1B	0.155275363
ADCY1	0.155092757
ELMSAN1	0.154966431
WDR37	0.154948002
SMG7	0.154779269
C19orf12	0.154709908
USP1	0.154636278
PIN4	0.154496835
CIC	0.15442757
SOX13	0.154087799
RAPGEF2	0.153914519
BRK1	0.153324787
ILF2	0.153147731
CETN1	0.153126283
S100A8	0.152951697
ANGPT1	0.152559695
JMY	0.152557522
NPAS2	0.152482293
SPTSSA	0.152014754
CTDSPL2	0.151789123
COL3A1	0.151663198
HIPK2	0.15156173
UPF1	0.151538056
LYN	0.151506529
ASXL3	0.151399887
SMARCAD1	0.15135423
MAGED1	0.151308778
TNFAIP8L2	0.151270842
C18orf8	0.150849318
SEC61G	0.150779789
SKP2	0.150568792
LRRC7	0.150160367
ANKIB1	0.150003584
NDUFC2	0.14990836
PPY	0.149860846
LCE3A	0.149801859
CAPN6	0.149667027
HIST2H2BE	0.149656688
LRRC8D	0.149530313
PSMD13	0.14944586
ZNF280C	0.149416507
HIST1H2BK	0.149400157
SRP54	0.149373352
CCT8	0.149313501
WDFY3	0.149232542
NDUFC2-KCTD14	0.149115264
PATL1	0.14907091
SEC61A1	0.149004122
HMGCR	0.148967353
MZT1	0.148944924
TBC1D10B	0.148735212
KIAA2018	0.148699885
TSHZ1	0.148665147
MAK16	0.148595335
G6PD	0.14859521
FLYWCH2	0.148467653
SPANXC	0.148337358
COL2A1	0.148331698
DEFB128	0.148111551
KRTAP21-1	0.147944538
ZC3H14	0.147911176
CTR9	0.147776932
EBF1	0.147730798
SLC6A14	0.14770238
SFTA2	0.147674632
ARMC8	0.147647616
TNRC6A	0.147501773
CPSF7	0.147490547
ASUN	0.14743911
PKIG	0.14740525
COLEC12	0.147338054
TAL2	0.147042961
TCEAL8	0.146958772
PPAT	0.146900506
KDM6B	0.146792021
C19orf73	0.146607365
NDUFA1	0.146459204
SYVN1	0.146256507
HTATSF1	0.146227074
C6orf226	0.146143262
SAFB2	0.146136257
USP3	0.145955989
GABBR2	0.145735355
AP2M1	0.145628832
MORC3	0.145603204
ANKRD28	0.145288663
SNIP1	0.145280804
WDR48	0.145272125
CNKSR2	0.145077282
SPAG9	0.145056032
GNG12	0.144994101
DHX40	0.14498502
PAK3	0.144835218
MEIS2	0.144679601
BNC1	0.144660261
MINK1	0.144605911
C19orf48	0.144597431
PSPC1	0.144524158
NUP85	0.144493041
SNX13	0.144486615
RTF1	0.144470431
ATP9A	0.144423142
REPIN1	0.144224691
MED13L	0.144171438
FBL	0.144092503
PLS3	0.144002466
HIST1H2BJ	0.143959383
GRM2	0.143945111
ANK2	0.143878141
ZNF770	0.143837085
MLLT11	0.143697253
ATG16L1	0.143676871
LEPR	0.143535872
SMAD4	0.143513789
KRTAP19-2	0.143457557
TFG	0.143397632
NR2C2	0.143276672
FAM229B	0.1432392
KRTAP3-2	0.143109099
DPYSL2	0.143002881
SPRTN	0.142999695
CYTH1	0.142787863
DEFB131	0.142737488
RFX3	0.142619921
ABL1	0.142453096
PRR15L	0.142402571
LONP1	0.142399763
RGAG1	0.142335332
FRS2	0.142310045
MOBP	0.142308739
SPTY2D1	0.142225195
ATP7A	0.142160927
ELF3	0.142111973
S100A7	0.142105503
ALDH1A1	0.141976765
NFATC2	0.141784716
RBFOX2	0.141466399
PKM	0.14146027
PCLO	0.141447158
IL1RAPL2	0.141262824
MTMR12	0.1409741
ASIC2	0.140813837
HIVEP1	0.140792862
SMR3B	0.140773215
TMEM100	0.14075205
BACH2	0.14068487
EMC6	0.140636677
PACS2	0.140632946
HMG20A	0.140542469
SERTM1	0.140328741
RAE1	0.140008858
WWC3	0.13999354
ZBTB16	0.139974001
E2F8	0.139854102
COX7B2	0.139765658
ATN1	0.139748583
KRTAP3-1	0.139747932
XKR4	0.139558613
SOCS5	0.139422584
CHD5	0.139403565
ADRBK1	0.138845631
HECW1	0.138833509
ZNF292	0.138705546
ARHGEF2	0.138689775
EHF	0.138643911
HIST3H2A	0.13852425
ZMIZ2	0.138512277
USP34	0.138452535
DICER1	0.138420127
NAA25	0.138312847
C9orf69	0.137875278
ELF2	0.137869013
INO80D	0.137845974
CCT7	0.137747564
PI4K2A	0.137699724
GIT1	0.137659553
ADD2	0.137610258
GLS	0.137572662
HNRNPAB	0.137196996
ABCF2	0.137187526
BLCAP	0.136962999
RFX4	0.136857604
SRC	0.136802751
CAMSAP2	0.136663801
DEXI	0.136634275
MKLN1	0.136571086
ATXN3	0.13654573
KRTAP23-1	0.136532447
REPS1	0.136447341
TRMT12	0.136441756
POLR2L	0.136359476
IVNS1ABP	0.136289433
TCP1	0.136274055
UBXN7	0.136264816
CLASP1	0.136212349
ADNP	0.135996663
PTH2	0.135921137
YTHDC2	0.135908234
SRPR	0.135686024
SFSWAP	0.135682239
SLC2A13	0.135660996
STXBP5	0.135517936
CNTN1	0.135495263
EVL	0.135451426
DENND4B	0.13534648
ACAN	0.134960088
KBTBD6	0.134953364
FADS2	0.13495164
TENM4	0.134945405
KIF5C	0.134879475
